,Date.Time,Mesocosm,NO3,Date.Time.1,Mesocosm.1,TN,Date.Time.2,Mesocosm.2,DOC,Run,Depth
118,3/16/15 21:38,9,2.769361673,3/16/2015 21:38,9,4.841753419,3/16/2015 21:38,9,5.238718928,1,17.7
119,3/16/15 21:44,8,2.751540718,3/16/2015 21:44,8,5.096023983,3/16/2015 21:44,8,5.42873581,1,19
121,3/16/15 21:56,12,3.93041481,3/16/2015 21:56,12,6.366634819,3/16/2015 21:56,12,5.159231685,1,21.3
122,3/16/15 22:02,11,3.761306047,3/16/2015 22:02,11,6.019380458,3/16/2015 22:02,11,5.26399943,1,25.5
123,3/16/15 22:08,10,2.698983278,3/16/2015 22:08,10,4.766747384,3/16/2015 22:08,10,5.268642075,1,21.2
124,3/16/15 22:14,9,2.747796433,3/16/2015 22:14,9,4.801746415,3/16/2015 22:14,9,5.309385847,1,17.7
125,3/16/15 22:20,8,2.747029805,3/16/2015 22:20,8,5.052541827,3/16/2015 22:20,8,5.485852815,1,19
127,3/16/15 22:32,12,3.940837539,3/16/2015 22:32,12,6.293237701,3/16/2015 22:32,12,5.25639962,1,21.3
128,3/16/15 22:38,11,3.752863884,3/16/2015 22:38,11,5.972566673,3/16/2015 22:38,11,5.31560217,1,25.5
129,3/16/15 22:44,10,2.68858434,3/16/2015 22:44,10,4.733501458,3/16/2015 22:44,10,5.340693452,1,21.2
130,3/16/15 22:50,9,2.732721868,3/16/2015 22:50,9,4.744644746,3/16/2015 22:50,9,5.372382694,1,17.7
131,3/16/15 22:56,8,2.733269148,3/16/2015 22:56,8,5.043460669,3/16/2015 22:56,8,5.501803093,1,19
133,3/16/15 23:08,12,3.93892424,3/16/2015 23:08,12,6.313897111,3/16/2015 23:08,12,5.23898352,1,21.3
134,3/16/15 23:14,11,3.749192477,3/16/2015 23:14,11,5.987223035,3/16/2015 23:14,11,5.300331895,1,25.5
135,3/16/15 23:20,10,2.69295621,3/16/2015 23:20,10,4.702520644,3/16/2015 23:20,10,5.356733079,1,21.2
136,3/16/15 23:26,9,2.734395929,3/16/2015 23:26,9,4.745076639,3/16/2015 23:26,9,5.358928404,1,17.7
137,3/16/15 23:32,8,2.744048434,3/16/2015 23:32,8,4.993482525,3/16/2015 23:32,8,5.568064743,1,19
139,3/16/15 23:44,12,3.925125029,3/16/2015 23:44,12,6.300040265,3/16/2015 23:44,12,5.177283145,1,21.3
140,3/16/15 23:50,11,3.75108221,3/16/2015 23:50,11,6.008376767,3/16/2015 23:50,11,5.259969281,1,25.5
141,3/16/15 23:56,10,2.673616734,3/16/2015 23:56,10,4.684846029,3/16/2015 23:56,10,5.34076796,1,21.2
142,3/17/15 0:02,9,2.724461697,3/17/2015 0:02,9,4.725419499,3/17/2015 0:02,9,5.375243031,1,17.7
143,3/17/15 0:08,8,2.731865055,3/17/2015 0:08,8,4.989400438,3/17/2015 0:08,8,5.57424323,1,19
145,3/17/15 0:20,12,3.921868967,3/17/2015 0:20,12,6.262619593,3/17/2015 0:20,12,5.257784928,1,21.3
146,3/17/15 0:26,11,3.749069843,3/17/2015 0:26,11,5.946356089,3/17/2015 0:26,11,5.278193215,1,25.5
147,3/17/15 0:32,10,2.652414887,3/17/2015 0:32,10,4.668825319,3/17/2015 0:32,10,5.325414823,1,21.2
148,3/17/15 0:38,9,2.723558939,3/17/2015 0:38,9,4.719945131,3/17/2015 0:38,9,5.354257173,1,17.7
149,3/17/15 0:44,8,2.717400823,3/17/2015 0:44,8,4.978560993,3/17/2015 0:44,8,5.564720634,1,19
151,3/17/15 8:44,12,3.956311891,3/17/2015 8:44,12,6.36307542,3/17/2015 8:44,12,4.940636285,1,21.3
152,3/17/15 8:50,11,3.680663727,3/17/2015 8:50,11,6.012431269,3/17/2015 8:50,11,4.991584371,1,25.5
153,3/17/15 8:56,10,2.568109275,3/17/2015 8:56,10,4.679324533,3/17/2015 8:56,10,4.990136197,1,21.2
154,3/17/15 9:02,9,2.688200872,3/17/2015 9:02,9,4.776205381,3/17/2015 9:02,9,5.064567884,1,17.7
155,3/17/15 9:08,8,2.767627687,3/17/2015 9:08,8,5.196137504,3/17/2015 9:08,8,5.247574078,1,19
157,3/17/15 9:20,12,3.87641944,3/17/2015 9:20,12,6.374098276,3/17/2015 9:20,12,4.846342153,1,21.3
158,3/17/15 9:26,11,3.669122496,3/17/2015 9:26,11,6.058773013,3/17/2015 9:26,11,4.842539032,1,25.5
159,3/17/15 9:32,10,2.544967579,3/17/2015 9:32,10,4.718360224,3/17/2015 9:32,10,4.879701677,1,21.2
160,3/17/15 9:38,9,2.667143573,3/17/2015 9:38,9,4.842412296,3/17/2015 9:38,9,4.885181654,1,17.7
161,3/17/15 9:44,8,2.733129945,3/17/2015 9:44,8,5.284278553,3/17/2015 9:44,8,5.021310057,1,19
163,3/17/15 9:56,12,3.864849579,3/17/2015 9:56,12,6.415196534,3/17/2015 9:56,12,4.686637996,1,21.3
164,3/17/15 10:02,11,3.650938837,3/17/2015 10:02,11,6.089810213,3/17/2015 10:02,11,4.674756156,1,25.5
165,3/17/15 10:08,10,2.494618699,3/17/2015 10:08,10,4.724823951,3/17/2015 10:08,10,4.774256023,1,21.2
166,3/17/15 10:14,9,2.647191108,3/17/2015 10:14,9,4.887078419,3/17/2015 10:14,9,4.796469596,1,17.7
167,3/17/15 10:20,8,2.703072633,3/17/2015 10:20,8,5.325045338,3/17/2015 10:20,8,4.931971428,1,19
169,3/17/15 10:32,12,3.823290996,3/17/2015 10:32,12,6.458369346,3/17/2015 10:32,12,4.609644447,1,21.3
170,3/17/15 10:38,11,3.612364738,3/17/2015 10:38,11,6.163135502,3/17/2015 10:38,11,4.542008718,1,25.5
171,3/17/15 10:44,10,2.490457675,3/17/2015 10:44,10,4.773910347,3/17/2015 10:44,10,4.640947109,1,21.2
172,3/17/15 10:50,9,2.624155772,3/17/2015 10:50,9,4.940778766,3/17/2015 10:50,9,4.620221284,1,17.7
173,3/17/15 10:56,8,2.672983778,3/17/2015 10:56,8,5.400089684,3/17/2015 10:56,8,4.79022822,1,19
