,Date.Time,Mesocosm,NO3,Date.Time.1,Mesocosm.1,TN,Date.Time.2,Mesocosm.2,DOC,Run,Depth
70,11/6/14 18:57,8,4.179169357,11/6/2014 18:57,8,4.76795409,11/6/2014 18:57,8,3.061754048,1,32.5
72,11/6/14 19:09,12,4.103899143,11/6/2014 19:09,12,4.705077904,11/6/2014 19:09,12,3.056314613,1,27
73,11/6/14 19:15,11,4.149132128,11/6/2014 19:15,11,4.741873656,11/6/2014 19:15,11,3.058724341,1,30.2
74,11/6/14 19:21,10,4.150349615,11/6/2014 19:21,10,4.791577224,11/6/2014 19:21,10,3.224374389,1,29.7
75,11/6/14 19:27,9,4.15342362,11/6/2014 19:27,9,4.755668265,11/6/2014 19:27,9,3.084707664,1,27.2
76,11/6/14 19:33,8,4.187040746,11/6/2014 19:33,8,4.781207017,11/6/2014 19:33,8,3.084152828,1,32.5
78,11/6/14 19:45,12,4.070305258,11/6/2014 19:45,12,4.676023137,11/6/2014 19:45,12,3.049424201,1,27
79,11/6/14 19:51,11,4.145407833,11/6/2014 19:51,11,4.737877523,11/6/2014 19:51,11,3.108409007,1,30.2
80,11/6/14 19:57,10,4.180006208,11/6/2014 19:57,10,4.821913173,11/6/2014 19:57,10,3.261376637,1,29.7
81,11/6/14 20:03,9,4.106099018,11/6/2014 20:03,9,4.704959536,11/6/2014 20:03,9,3.063909766,1,27.2
82,11/6/14 20:09,8,4.146679063,11/6/2014 20:09,8,4.744975742,11/6/2014 20:09,8,3.047286419,1,32.5
84,11/6/14 20:21,12,4.044885139,11/6/2014 20:21,12,4.6443334,11/6/2014 20:21,12,3.079773985,1,27
85,11/6/14 20:27,11,4.099503888,11/6/2014 20:27,11,4.702277058,11/6/2014 20:27,11,3.036628444,1,30.2
86,11/6/14 20:33,10,4.108837979,11/6/2014 20:33,10,4.746174462,11/6/2014 20:33,10,3.188281384,1,29.7
87,11/6/14 20:39,9,4.089810693,11/6/2014 20:39,9,4.688913482,11/6/2014 20:39,9,3.068684341,1,27.2
88,11/6/14 20:45,8,4.155776846,11/6/2014 20:45,8,4.760798391,11/6/2014 20:45,8,3.035944027,1,32.5
90,11/6/14 20:57,12,4.093604643,11/6/2014 20:57,12,4.714469363,11/6/2014 20:57,12,2.983917464,1,27
91,11/6/14 21:03,11,4.065525645,11/6/2014 21:03,11,4.671505289,11/6/2014 21:03,11,2.933992758,1,30.2
92,11/6/14 21:09,10,4.066364496,11/6/2014 21:09,10,4.711747711,11/6/2014 21:09,10,3.089688579,1,29.7
93,11/6/14 21:15,9,4.0321261,11/6/2014 21:15,9,4.632465269,11/6/2014 21:15,9,2.933221253,1,27.2
94,11/6/14 21:21,8,4.177831368,11/6/2014 21:21,8,4.800218766,11/6/2014 21:21,8,2.85409105,1,32.5
96,11/6/14 21:33,12,4.024130429,11/6/2014 21:33,12,4.638227108,11/6/2014 21:33,12,2.900952034,1,27
97,11/6/14 21:39,11,4.095943803,11/6/2014 21:39,11,4.711019622,11/6/2014 21:39,11,2.839384061,1,30.2
98,11/6/14 21:45,10,4.105520413,11/6/2014 21:45,10,4.762943724,11/6/2014 21:45,10,3.033865188,1,29.7
99,11/6/14 21:51,9,4.070627852,11/6/2014 21:51,9,4.681201535,11/6/2014 21:51,9,2.883911535,1,27.2
100,11/6/14 21:57,8,4.19467514,11/6/2014 21:57,8,4.814754148,11/6/2014 21:57,8,2.843238804,1,32.5
102,11/6/14 22:09,12,3.994688415,11/6/2014 22:09,12,4.608133611,11/6/2014 22:09,12,2.879743923,1,27
103,11/6/14 22:15,11,4.119039908,11/6/2014 22:15,11,4.736208542,11/6/2014 22:15,11,2.887135495,1,30.2
104,11/6/14 22:21,10,4.113090779,11/6/2014 22:21,10,4.769174491,11/6/2014 22:21,10,3.035205396,1,29.7
105,11/6/14 22:27,9,4.050272077,11/6/2014 22:27,9,4.660153339,11/6/2014 22:27,9,2.914439696,1,27.2
106,11/6/14 22:33,8,4.197227261,11/6/2014 22:33,8,4.822978758,11/6/2014 22:33,8,2.836095801,1,32.5
108,11/6/14 22:45,12,3.929496495,11/6/2014 22:45,12,4.538276044,11/6/2014 22:45,12,2.861853775,1,27
109,11/6/14 22:51,11,4.085837542,11/6/2014 22:51,11,4.701155873,11/6/2014 22:51,11,2.860228858,1,30.2
110,11/6/14 22:57,10,4.093646698,11/6/2014 22:57,10,4.752244486,11/6/2014 22:57,10,3.031114487,1,29.7
111,11/6/14 23:03,9,4.032080827,11/6/2014 23:03,9,4.650349417,11/6/2014 23:03,9,2.905728032,1,27.2
112,11/6/14 23:09,8,4.242126072,11/6/2014 23:09,8,4.881154055,11/6/2014 23:09,8,2.842862412,1,32.5
114,11/6/14 23:21,12,4.096293358,11/6/2014 23:21,12,4.720030645,11/6/2014 23:21,12,2.920861097,1,27
