13230081_40_0x0100_spectro::lyser_RIV1000FV20T,results of s::canpoint: ORIGINAL                            ,,,,,,,,,,,,,,,,,,
Date/Time,Status,Well,Turbid. [FTUeq]1750.00-0.00_1,[Turbid._0.0_1.0_0.0_0.0],NO3,[NO3-Neq_0.0_1.0_0.0_0.0],TOCeq [mg/l]218.75-0.00_1,[TOCeq_0.0_1.0_0.0_0.0],DOC,[DOCeq_0.0_1.0_0.0_0.0],SAC254T [Abs/m]NaN-NaN_1,[SAC254T_0.0_1.0_0.0_0.0],SAC436T [Abs/m]NaN-NaN_1,[SAC436T_0.0_1.0_0.0_0.0],Temp. [°C]NaN-NaN_1,[Temp._0.0_1.0_0.0_0.0],analogIN []NaN-NaN_1,[analogIN_0.0_1.0_0.0_0.0],
2015.04.30  16:53:20,Ok,,4.241,0,0.121,0,2.451,0,1.247,0,NaN,NaN,NaN,NaN,27.2,0,NaN,NaN,
2015.04.30  16:56:40,Ok,,3.228,0,0.112,0,1.618,0,0.743,0,NaN,NaN,NaN,NaN,27.2,0,NaN,NaN,
2015.04.30  17:00:00,Ok,,3.188,0,0.041,0,3.795,0,2.521,0,NaN,NaN,NaN,NaN,27.2,0,NaN,NaN,
2015.04.30  17:03:20,Ok,,4.907,0,0.038,0,8.107,0,5.5,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  17:10:00,Ok,,3.734,0,0.057,0,6.731,0,4.403,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  17:16:40,Ok,,4.262,0,0.061,0,4.753,0,3.194,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  17:20:00,Ok,,2.272,0,0.014,0,4.045,0,2.751,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  17:23:20,Ok,,3.436,0,0.084,0,2.634,0,1.355,0,NaN,NaN,NaN,NaN,27.2,0,NaN,NaN,
2015.04.30  17:26:40,Ok,,1.594,0,0,1,3.03,0,1.95,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  17:30:00,Ok,,0,1,0.067,0,0.657,0,0.767,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  17:53:20,Ok,,87.67,0,0,1,11.602,0,0,1,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  17:56:40,Ok,,90.186,0,0,1,11.896,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:00:00,Ok,1,0,1,0,1,2.725,0,2.127,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:03:20,Ok,2,0,1,0,1,1.558,0,1.706,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  18:06:40,Ok,3,0,1,0,1,3.795,0,3.144,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:10:00,Ok,4,0,1,0,1,8.81,0,6.86,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  18:13:20,Ok,5,0,1,0,1,7.275,0,5.553,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:16:40,Ok,6,0,1,0,1,4.805,0,3.673,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  18:20:00,Ok,7,0,1,0,1,3.772,0,3.126,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:23:20,Ok,8,0,1,0.007,0,2.765,0,2.081,0,NaN,NaN,NaN,NaN,27.3,0,NaN,NaN,
2015.04.30  18:26:40,Ok,9,0,1,0,1,3.32,0,2.703,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:30:00,Ok,10,0,1,0,1,0.886,0,1.548,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:33:20,Ok,,93.994,0,0,1,12.712,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:36:40,Ok,,96.308,0,0,1,12.918,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:40:00,Ok,,92.016,0,0,1,12.503,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:43:20,Ok,1,0,1,0,1,2.27,0,2.216,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:46:40,Ok,2,0,1,0.071,0,1.442,0,1.481,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:50:00,Ok,3,0,1,0,1,3.601,0,3.192,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:53:20,Ok,4,0,1,0,1,9.23,0,6.995,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  18:56:40,Ok,5,0,1,0,1,7.117,0,5.487,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:00:00,Ok,6,0,1,0,1,4.657,0,3.683,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:03:20,Ok,7,0,1,0.058,0,2.994,0,2.849,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:06:40,Ok,8,0,1,0.051,0,2.37,0,1.916,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:10:00,Ok,9,0,1,0,1,3.132,0,2.68,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:13:20,Ok,10,0,1,0.06,0,0.738,0,1.27,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:16:40,Ok,,69.1,0,0,1,9.483,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:20:00,Ok,,76.707,0,0,1,10.316,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:23:20,Ok,,79.96,0,0,1,10.596,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:26:40,Ok,1,0,1,0.011,0,2.39,0,2.095,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:30:00,Ok,2,0,1,0.037,0,1.34,0,1.571,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  19:33:20,Ok,3,0,1,0,1,3.793,0,3.198,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  19:36:40,Ok,4,0,1,0.011,0,9.528,0,7.244,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:40:00,Ok,5,0,1,0.013,0,7.301,0,5.544,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  19:43:20,Ok,6,0,1,0.003,0,4.666,0,3.793,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  19:46:40,Ok,7,0,1,0.051,0,2.802,0,2.529,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  19:50:00,Ok,8,0,1,0.027,0,2.343,0,2.079,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  19:53:20,Ok,9,0,1,0,1,3.235,0,2.89,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  19:56:40,Ok,10,0,1,0.011,0,0.866,0,1.55,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:00:00,Ok,,64.818,0,0,1,9.025,0,0,1,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:03:20,Ok,,71.868,0,0,1,9.825,0,0,1,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:06:40,Ok,,72.503,0,0,1,9.963,0,0,1,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  20:10:00,Ok,1,0,1,0.025,0,2.612,0,2.259,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  20:13:20,Ok,2,0,1,0.057,0,1.475,0,1.722,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:16:40,Ok,3,0,1,0,1,3.947,0,3.561,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  20:20:00,Ok,4,0,1,0.006,0,9.813,0,7.67,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  20:23:20,Ok,5,0,1,0,1,7.423,0,5.825,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:26:40,Ok,6,0,1,0,1,5.04,0,4.243,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:30:00,Ok,7,0,1,0,1,2.944,0,2.924,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:33:20,Ok,8,0,1,0,1,2.764,0,2.47,0,NaN,NaN,NaN,NaN,27.4,0,NaN,NaN,
2015.04.30  20:36:40,Ok,9,0,1,0,1,3.705,0,3.404,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:40:00,Ok,10,0,1,0,1,1.172,0,1.855,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:43:20,Ok,,62.274,0,0,1,9.359,0,0,1,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:46:40,Ok,,64.564,0,0,1,9.446,0,0.033,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:50:00,Ok,,61.988,0,0,1,9.19,0,0.081,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  20:53:20,Ok,1,0,1,0,1,3.345,0,3.055,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  20:56:40,Ok,2,0,1,0,1,2.257,0,2.388,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  21:00:00,Ok,3,0,1,0,1,4.547,0,4.121,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:03:20,Ok,4,0,1,0,1,10.266,0,8.258,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  21:06:40,Ok,5,0,1,0,1,8.199,0,6.328,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:10:00,Ok,6,0,1,0,1,5.729,0,4.777,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  21:13:20,Ok,7,0,1,0,1,3.47,0,3.295,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:16:40,Ok,8,0,1,0,1,3.301,0,3.036,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:20:00,Ok,9,0,1,0,1,4.289,0,3.835,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:23:20,Ok,10,0,1,0,1,1.637,0,2.325,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:26:40,Ok,,51.829,0,0,1,8.596,0,0.684,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  21:30:00,Ok,,53.689,0,0,1,8.891,0,0.605,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:33:20,Ok,,50.947,0,0,1,8.58,0,0.614,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:36:40,Ok,1,0,1,0,1,3.754,0,3.521,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:40:00,Ok,2,0,1,0,1,2.505,0,2.7,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  21:43:20,Ok,3,0,1,0,1,4.738,0,4.161,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:46:40,Ok,4,0,1,0,1,9.183,0,7.475,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:50:00,Ok,5,0,1,0,1,7.473,0,6.133,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:53:20,Ok,6,0,1,0,1,5.971,0,5.064,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  21:56:40,Ok,7,0,1,0,1,3.422,0,3.3,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:00:00,Ok,8,0,1,0,1,3.345,0,3.094,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:03:20,Ok,9,0,1,0,1,4.523,0,4.057,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:06:40,Ok,10,0,1,0,1,1.84,0,2.446,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.04.30  22:10:00,Ok,,48.28,0,0,1,8.265,0,0.885,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:13:20,Ok,,51.625,0,0,1,8.694,0,0.758,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:16:40,Ok,,50.702,0,0,1,8.607,0,0.751,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:20:00,Ok,1,0,1,0,1,3.992,0,3.633,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:23:20,Ok,2,0,1,0,1,2.855,0,2.844,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:26:40,Ok,3,0,1,0,1,4.973,0,4.42,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:30:00,Ok,4,0,1,0,1,7.983,0,6.594,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:33:20,Ok,5,0,1,0,1,7.014,0,5.727,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:36:40,Ok,6,0,1,0,1,6.456,0,5.526,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:40:00,Ok,7,6.224,0,0,1,5.118,0,3.449,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:43:20,Ok,8,0,1,0,1,3.734,0,3.269,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  22:46:40,Ok,9,0,1,0,1,4.714,0,4.219,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:50:00,Ok,10,0,1,0,1,1.943,0,2.497,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  22:53:20,Ok,,32.377,0,0,1,6.288,0,1.062,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  22:56:40,Ok,,37.212,0,0,1,6.876,0,0.949,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  23:00:00,Ok,,37.904,0,0,1,6.934,0,0.924,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:03:20,Ok,1,0,1,0,1,3.744,0,3.254,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:06:40,Ok,2,0,1,0,1,2.752,0,2.624,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:10:00,Ok,3,0,1,0,1,4.76,0,4.222,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:13:20,Ok,4,0,1,0,1,6.034,0,5.151,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:16:40,Ok,5,0,1,0,1,5.848,0,4.85,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:20:00,Ok,6,0,1,0,1,6.379,0,5.355,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:23:20,Ok,7,0,1,0,1,3.783,0,3.439,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:26:40,Ok,8,0,1,0,1,3.538,0,3.129,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:30:00,Ok,9,0,1,0,1,5.09,0,4.144,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:33:20,Ok,10,0,1,0,1,1.979,0,2.322,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:36:40,Ok,,21.216,0,0,1,4.616,0,1.229,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:40:00,Ok,,24.914,0,0,1,5.136,0,1.045,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  23:43:20,Ok,,25.518,0,0,1,5.245,0,1.126,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:46:40,Ok,1,0,1,0,1,3.601,0,3.282,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:50:00,Ok,2,0,1,0,1,2.302,0,2.602,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.04.30  23:53:20,Ok,3,0,1,0,1,4.95,0,4.157,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.04.30  23:56:40,Ok,4,0,1,0,1,5.434,0,4.53,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:00:00,Ok,5,0,1,0,1,5.139,0,4.432,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:03:20,Ok,6,0,1,0,1,6.449,0,5.276,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:06:40,Ok,7,0,1,0,1,3.649,0,3.403,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:10:00,Ok,8,0,1,0,1,3.452,0,3.097,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:13:20,Ok,9,0,1,0,1,4.465,0,3.862,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:16:40,Ok,10,0,1,0,1,1.773,0,2.313,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:20:00,Ok,,8.538,0,0,1,2.767,0,1.379,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:23:20,Ok,,7.542,0,0,1,2.716,0,1.494,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  00:26:40,Ok,,9.032,0,0,1,2.936,0,1.469,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:30:00,Ok,1,0,1,0,1,3.56,0,3.18,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:33:20,Ok,2,0,1,0,1,2.364,0,2.44,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  00:36:40,Ok,3,0,1,0,1,4.697,0,4.094,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:40:00,Ok,4,0,1,0,1,5.116,0,4.337,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:43:20,Ok,5,0,1,0,1,4.857,0,4.199,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:46:40,Ok,6,0,1,0,1,6.477,0,5.35,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  00:50:00,Ok,7,0,1,0,1,3.408,0,3.259,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  00:53:20,Ok,8,0,1,0,1,3.444,0,3.081,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  00:56:40,Ok,9,0,1,0,1,4.412,0,3.852,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:00:00,Ok,10,0,1,0,1,1.823,0,2.244,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:03:20,Ok,,8.435,0,0,1,2.756,0,1.391,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:06:40,Ok,,7.856,0,0,1,2.745,0,1.386,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:10:00,Ok,,8.181,0,0,1,2.817,0,1.331,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:13:20,Ok,1,0,1,0,1,3.526,0,3.156,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:16:40,Ok,2,0,1,0,1,2.436,0,2.366,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:20:00,Ok,3,0,1,0,1,4.666,0,4.026,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:23:20,Ok,4,0,1,0,1,4.654,0,4.38,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:26:40,Ok,5,0,1,0,1,4.735,0,4.042,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:30:00,Ok,6,0,1,0,1,6.535,0,5.273,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:33:20,Ok,7,0,1,0,1,3.432,0,3.213,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  01:36:40,Ok,8,0,1,0,1,3.428,0,3.023,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  01:40:00,Ok,9,0,1,0,1,4.389,0,3.836,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  01:43:20,Ok,10,0,1,0,1,1.528,0,2.241,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:46:40,Ok,,6.771,0,0,1,2.626,0,1.163,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:50:00,Ok,,8.248,0,0,1,2.729,0,1.448,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:53:20,Ok,,7.703,0,0,1,2.7,0,1.411,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  01:56:40,Ok,1,0,1,0,1,3.372,0,3.122,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  02:00:00,Ok,2,0,1,0,1,2.353,0,2.367,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:03:20,Ok,3,0,1,0,1,4.664,0,4.142,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  02:06:40,Ok,4,0,1,0,1,4.426,0,3.958,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:10:00,Ok,5,0,1,0,1,4.592,0,3.868,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  02:13:20,Ok,6,0,1,0.023,0,6.443,0,5.354,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  02:16:40,Ok,7,0,1,0,1,3.453,0,3.239,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  02:20:00,Ok,8,0,1,0,1,3.492,0,2.969,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:23:20,Ok,9,0,1,0,1,4.386,0,3.739,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:26:40,Ok,10,0,1,0.012,0,1.545,0,2.201,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  02:30:00,Ok,,8.749,0,0,1,2.69,0,1.22,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:33:20,Ok,,8.316,0,0,1,2.669,0,1.375,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:36:40,Ok,,7.672,0,0,1,2.67,0,1.333,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:40:00,Ok,1,0,1,0.003,0,3.42,0,3.024,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:43:20,Ok,2,0,1,0.013,0,2.278,0,2.336,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:46:40,Ok,3,0,1,0,1,4.608,0,4.045,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:50:00,Ok,4,0,1,0,1,4.218,0,3.818,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:53:20,Ok,5,0,1,0,1,4.331,0,3.79,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  02:56:40,Ok,6,0,1,0.035,0,6.494,0,5.355,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:00:00,Ok,7,0,1,0,1,3.521,0,3.145,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:03:20,Ok,8,0,1,0,1,3.477,0,3.037,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:06:40,Ok,9,0,1,0,1,4.332,0,3.78,0,NaN,NaN,NaN,NaN,27.5,0,NaN,NaN,
2015.05.01  03:10:00,Ok,10,0,1,0,1,1.661,0,2.279,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:13:20,Ok,,8.144,0,0,1,2.642,0,1.11,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:16:40,Ok,,7.427,0,0,1,2.613,0,1.192,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:20:00,Ok,,7.902,0,0,1,2.672,0,1.254,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:23:20,Ok,1,0,1,0.008,0,3.528,0,3.076,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:26:40,Ok,2,0,1,0.017,0,2.222,0,2.298,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  03:30:00,Ok,3,0,1,0,1,4.384,0,3.964,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  03:33:20,Ok,4,0,1,0,1,4.264,0,3.813,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:36:40,Ok,5,0,1,0,1,4.167,0,3.789,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  03:40:00,Ok,6,0,1,0.029,0,6.623,0,5.341,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  03:43:20,Ok,7,0,1,0.016,0,3.529,0,3.158,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:46:40,Ok,8,0,1,0,1,3.475,0,2.958,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  03:50:00,Ok,9,0,1,0,1,4.291,0,3.772,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  03:53:20,Ok,10,0,1,0,1,1.591,0,2.301,0,NaN,NaN,NaN,NaN,27.7,0,NaN,NaN,
2015.05.01  03:56:40,Ok,,6.39,0,0,1,2.419,0,1.025,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
2015.05.01  04:00:00,Ok,,6.229,0,0,1,2.448,0,1.064,0,NaN,NaN,NaN,NaN,27.6,0,NaN,NaN,
