,Date.Time,Mesocosm,NO3,Date.Time.1,Mesocosm.1,TN,Date.Time.2,Mesocosm.2,DOC,Run,Depth
65,9/18/14 16:59,8,3.675551227,9/18/2014 16:59,8,3.940598326,9/18/2014 16:59,8,8.141475244,1,22.5
67,9/18/14 17:11,12,3.869327852,9/18/2014 17:11,12,4.179186509,9/18/2014 17:11,12,6.997021106,1,18.4
68,9/18/14 17:17,11,3.616596914,9/18/2014 17:17,11,3.784361506,9/18/2014 17:17,11,6.803008308,1,22.5
69,9/18/14 17:23,10,3.565379277,9/18/2014 17:23,10,3.782793828,9/18/2014 17:23,10,7.307257359,1,33
70,9/18/14 17:29,9,3.858571171,9/18/2014 17:29,9,3.920439723,9/18/2014 17:29,9,6.327615564,1,23.3
71,9/18/14 17:35,8,3.704759044,9/18/2014 17:35,8,4.165748222,9/18/2014 17:35,8,7.742898607,1,22.5
73,9/18/14 17:47,12,3.949544421,9/18/2014 17:47,12,4.05803722,9/18/2014 17:47,12,6.093856946,1,18.4
74,9/18/14 17:53,11,3.61422881,9/18/2014 17:53,11,3.89570071,9/18/2014 17:53,11,6.580710544,1,22.5
75,9/18/14 17:59,10,3.63881714,9/18/2014 17:59,10,3.878108108,9/18/2014 17:59,10,6.551130589,1,33
76,9/18/14 18:05,9,3.793818822,9/18/2014 18:05,9,3.853018305,9/18/2014 18:05,9,7.133674784,1,23.3
77,9/18/14 18:11,8,3.65438821,9/18/2014 18:11,8,4.011593891,9/18/2014 18:11,8,8.631553228,1,22.5
79,9/18/14 18:23,12,3.87658467,9/18/2014 18:23,12,4.198692067,9/18/2014 18:23,12,6.606576969,1,18.4
80,9/18/14 18:29,11,3.632978085,9/18/2014 18:29,11,4.036461064,9/18/2014 18:29,11,6.684125122,1,22.5
81,9/18/14 18:35,10,3.569957272,9/18/2014 18:35,10,4.07081059,9/18/2014 18:35,10,7.076694999,1,33
82,9/18/14 18:41,9,3.819437921,9/18/2014 18:41,9,4.059885727,9/18/2014 18:41,9,6.372118223,1,23.3
83,9/18/14 18:47,8,3.721349542,9/18/2014 18:47,8,4.406529832,9/18/2014 18:47,8,7.562145921,1,22.5
85,9/18/14 18:59,12,3.932875852,9/18/2014 18:59,12,4.144017175,9/18/2014 18:59,12,6.457287159,1,18.4
86,9/18/14 19:05,11,3.616588262,9/18/2014 19:05,11,3.98918687,9/18/2014 19:05,11,6.732504148,1,22.5
87,9/18/14 19:11,10,3.599976624,9/18/2014 19:11,10,3.925748499,9/18/2014 19:11,10,6.944887454,1,33
88,9/18/14 19:17,9,3.806320425,9/18/2014 19:17,9,4.143170495,9/18/2014 19:17,9,6.344187823,1,23.3
89,9/18/14 19:23,8,3.760224651,9/18/2014 19:23,8,4.18565562,9/18/2014 19:23,8,6.997743997,1,22.5
91,9/18/14 19:35,12,3.90341707,9/18/2014 19:35,12,4.284845696,9/18/2014 19:35,12,6.638599794,1,18.4
92,9/18/14 19:41,11,3.651575603,9/18/2014 19:41,11,4.147563929,9/18/2014 19:41,11,6.276660389,1,22.5
93,9/18/14 19:47,10,3.631686844,9/18/2014 19:47,10,4.108798401,9/18/2014 19:47,10,7.15578031,1,33
94,9/18/14 19:53,9,3.757463015,9/18/2014 19:53,9,4.213297937,9/18/2014 19:53,9,6.59675734,1,23.3
95,9/18/14 19:59,8,3.719786942,9/18/2014 19:59,8,4.353033726,9/18/2014 19:59,8,7.685578418,1,22.5
97,9/18/14 20:11,12,3.958165867,9/18/2014 20:11,12,4.340402714,9/18/2014 20:11,12,6.180007108,1,18.4
98,9/18/14 20:17,11,3.646862796,9/18/2014 20:17,11,4.108006613,9/18/2014 20:17,11,6.389530576,1,22.5
99,9/18/14 20:23,10,3.607732994,9/18/2014 20:23,10,4.097587516,9/18/2014 20:23,10,6.82988179,1,33
100,9/18/14 20:29,9,3.763733389,9/18/2014 20:29,9,4.251439079,9/18/2014 20:29,9,7.402438122,1,23.3
101,9/18/14 20:35,8,3.737349456,9/18/2014 20:35,8,4.289358126,9/18/2014 20:35,8,7.275597196,1,22.5
103,9/18/14 20:47,12,3.895318182,9/18/2014 20:47,12,4.441810067,9/18/2014 20:47,12,6.644795141,1,18.4
104,9/18/14 20:53,11,3.689084987,9/18/2014 20:53,11,4.217226336,9/18/2014 20:53,11,6.035228458,1,22.5
105,9/18/14 20:59,10,3.622632175,9/18/2014 20:59,10,4.223502824,9/18/2014 20:59,10,5.851261902,1,33
106,9/18/14 21:05,9,3.761734474,9/18/2014 21:05,9,4.280805373,9/18/2014 21:05,9,6.674382423,1,23.3
107,9/18/14 21:11,8,3.734244616,9/18/2014 21:11,8,4.583653893,9/18/2014 21:11,8,7.29863628,1,22.5
109,9/18/14 21:23,12,3.927039795,9/18/2014 21:23,12,4.191677816,9/18/2014 21:23,12,6.455804243,1,18.4
110,9/18/14 21:29,11,3.658689627,9/18/2014 21:29,11,4.119056802,9/18/2014 21:29,11,6.150681952,1,22.5
111,9/18/14 21:41,9,3.770114393,9/18/2014 21:41,9,4.329111676,9/18/2014 21:41,9,6.444057897,1,23.3
112,9/18/14 21:47,8,3.753143053,9/18/2014 21:47,8,4.615853625,9/18/2014 21:47,8,7.120145918,1,22.5
114,9/18/14 21:59,12,3.91751922,9/18/2014 21:59,12,4.338697349,9/18/2014 21:59,12,6.579717703,1,18.4
115,9/18/14 22:05,11,3.582386556,9/18/2014 22:05,11,4.197037636,9/18/2014 22:05,11,6.780012377,1,22.5
116,9/18/14 22:11,10,3.570976785,9/18/2014 22:11,10,4.155169623,9/18/2014 22:11,10,6.851051902,1,33
117,9/18/14 22:17,9,3.697995482,9/18/2014 22:17,9,4.28882517,9/18/2014 22:17,9,6.783912611,1,23.3
118,9/18/14 22:23,8,3.745781244,9/18/2014 22:23,8,4.332393624,9/18/2014 22:23,8,7.267974266,1,22.5
120,9/18/14 22:35,12,3.898347247,9/18/2014 22:35,12,4.441603523,9/18/2014 22:35,12,6.571611094,1,18.4
121,9/18/14 22:41,11,3.606945051,9/18/2014 22:41,11,4.397252451,9/18/2014 22:41,11,6.733470022,1,22.5
122,9/18/14 22:47,10,3.591548251,9/18/2014 22:47,10,4.33375401,9/18/2014 22:47,10,6.687043382,1,33
123,9/18/14 22:53,9,3.722934743,9/18/2014 22:53,9,4.327511387,9/18/2014 22:53,9,6.62274214,1,23.3
124,9/18/14 22:59,8,3.708820596,9/18/2014 22:59,8,4.364098787,9/18/2014 22:59,8,8.009197433,1,22.5
126,9/18/14 23:11,12,3.897466142,9/18/2014 23:11,12,4.398231056,9/18/2014 23:11,12,6.778005154,1,18.4
127,9/18/14 23:17,11,3.65735449,9/18/2014 23:17,11,4.21576097,9/18/2014 23:17,11,6.325963833,1,22.5
128,9/18/14 23:23,10,3.577715339,9/18/2014 23:23,10,4.357436013,9/18/2014 23:23,10,6.640751476,1,33
129,9/18/14 23:29,9,3.744525821,9/18/2014 23:29,9,4.489206545,9/18/2014 23:29,9,6.488812847,1,23.3
130,9/18/14 23:35,8,3.74394902,9/18/2014 23:35,8,4.615931802,9/18/2014 23:35,8,7.117456818,1,22.5
132,9/18/14 23:47,12,3.918310684,9/18/2014 23:47,12,4.504521635,9/18/2014 23:47,12,6.198952907,1,18.4
133,9/18/14 23:53,11,3.579534357,9/18/2014 23:53,11,4.363830272,9/18/2014 23:53,11,6.639547917,1,22.5
134,9/18/14 23:59,10,3.593052402,9/18/2014 23:59,10,4.466597361,9/18/2014 23:59,10,6.586363602,1,33
135,9/19/14 0:05,9,3.705246799,9/19/2014 0:05,9,4.34680184,9/19/2014 0:05,9,6.416979513,1,23.3
136,9/19/14 0:11,8,3.697681141,9/19/2014 0:11,8,4.410282958,9/19/2014 0:11,8,7.771443872,1,22.5
138,9/19/14 0:23,12,3.903299108,9/19/2014 0:23,12,4.440820871,9/19/2014 0:23,12,6.351194953,1,18.4
139,9/19/14 0:29,11,3.639728391,9/19/2014 0:29,11,4.157349507,9/19/2014 0:29,11,6.165551772,1,22.5
140,9/19/14 0:35,10,3.574248701,9/19/2014 0:35,10,4.458719229,9/19/2014 0:35,10,6.63104144,1,33
141,9/19/14 0:41,9,3.718169725,9/19/2014 0:41,9,4.555165471,9/19/2014 0:41,9,5.824970959,1,23.3
142,9/19/14 0:47,8,3.763934801,9/19/2014 0:47,8,4.573538049,9/19/2014 0:47,8,6.9518246,1,22.5
144,9/19/14 0:59,12,3.921052663,9/19/2014 0:59,12,4.49512933,9/19/2014 0:59,12,6.119101297,1,18.4
145,9/19/14 1:05,11,3.561335096,9/19/2014 1:05,11,4.205895625,9/19/2014 1:05,11,6.745696968,1,22.5
146,9/19/14 1:11,10,3.597875448,9/19/2014 1:11,10,4.377646068,9/19/2014 1:11,10,6.714929573,1,33
148,9/19/14 1:35,12,3.884470527,9/19/2014 1:35,12,4.507271798,9/19/2014 1:35,12,6.264329057,1,18.4
149,9/19/14 1:41,11,3.579480039,9/19/2014 1:41,11,4.285960935,9/19/2014 1:41,11,6.568601192,1,22.5
